Case=Gen|Number=1|Gender=Neut	n. sg. g.
Case=Gen|Number=2|Gender=Neut	n. du. g.
Case=Gen|Number=3|Gender=Neut	n. pl. g.
Case=Loc|Number=1|Gender=Neut	n. sg. loc.
Case=Loc|Number=2|Gender=Neut	n. du. loc.
Case=Loc|Number=3|Gender=Neut	n. pl. loc.
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [1] ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [1] ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [1] ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [1] ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [1] ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [1] ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [1] ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [1] ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [1] ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [1] md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [1] md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [1] md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [1] md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [1] md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [1] md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [1] md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [1] md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [1] md. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [2] ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [2] ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [2] ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [2] ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [2] ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [2] ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [2] ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [2] ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [2] ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [2] md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [2] md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [2] md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [2] md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [2] md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [2] md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [2] md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [2] md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [2] md. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [3] ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [3] ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [3] ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [3] ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [3] ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [3] ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [3] ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [3] ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [3] ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [3] md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [3] md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [3] md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [3] md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [3] md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [3] md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [3] md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [3] md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [3] md. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [4] ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [4] ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [4] ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [4] ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [4] ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [4] ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [4] ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [4] ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [4] ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [4] md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [4] md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [4] md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [4] md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [4] md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [4] md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [4] md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [4] md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [4] md. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [5] ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [5] ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [5] ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [5] ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [5] ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [5] ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [5] ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [5] ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [5] ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [5] md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [5] md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [5] md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [5] md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [5] md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [5] md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [5] md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [5] md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [5] md. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [6] ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [6] ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [6] ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [6] ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [6] ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [6] ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [6] ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [6] ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [6] ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [6] md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [6] md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [6] md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [6] md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [6] md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [6] md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [6] md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [6] md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [6] md. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [7] ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [7] ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [7] ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [7] ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [7] ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [7] ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [7] ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [7] ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [7] ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [7] md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [7] md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [7] md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [7] md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [7] md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [7] md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [7] md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [7] md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [7] md. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [8] ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [8] ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [8] ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [8] ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [8] ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [8] ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [8] ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [8] ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [8] ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [8] md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [8] md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [8] md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [8] md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [8] md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [8] md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [8] md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [8] md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [8] md. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [9] ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [9] ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [9] ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [9] ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [9] ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [9] ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [9] ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [9] ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [9] ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [9] md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [9] md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [9] md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [9] md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [9] md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [9] md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [9] md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [9] md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [9] md. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [10] ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [10] ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [10] ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [10] ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [10] ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [10] ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [10] ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [10] ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [10] ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. [10] md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. [10] md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. [10] md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. [10] md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. [10] md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. [10] md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. [10] md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. [10] md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. [10] md. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	pr. md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	pr. md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	pr. md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	pr. md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	pr. md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	pr. md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	pr. md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	pr. md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	pr. md. pl. 3
Tense=Pres|Mood=Ind|Voice=Pass|Person=1|Number=Sing	pr. ps. sg. 1
Tense=Pres|Mood=Ind|Voice=Pass|Person=1|Number=Dual	pr. ps. du. 1
Tense=Pres|Mood=Ind|Voice=Pass|Person=1|Number=Plur	pr. ps. pl. 1
Tense=Pres|Mood=Ind|Voice=Pass|Person=2|Number=Sing	pr. ps. sg. 2
Tense=Pres|Mood=Ind|Voice=Pass|Person=2|Number=Dual	pr. ps. du. 2
Tense=Pres|Mood=Ind|Voice=Pass|Person=2|Number=Plur	pr. ps. pl. 2
Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing	pr. ps. sg. 3
Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Dual	pr. ps. du. 3
Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Plur	pr. ps. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	ca. pr. ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	ca. pr. ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	ca. pr. ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	ca. pr. ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	ca. pr. ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	ca. pr. ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	ca. pr. ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	ca. pr. ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	ca. pr. ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	ca. pr. md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	ca. pr. md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	ca. pr. md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	ca. pr. md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	ca. pr. md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	ca. pr. md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	ca. pr. md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	ca. pr. md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	ca. pr. md. pl. 3
Tense=Pres|Mood=Ind|Voice=Pass|Person=1|Number=Sing	ca. pr. ps. sg. 1
Tense=Pres|Mood=Ind|Voice=Pass|Person=1|Number=Dual	ca. pr. ps. du. 1
Tense=Pres|Mood=Ind|Voice=Pass|Person=1|Number=Plur	ca. pr. ps. pl. 1
Tense=Pres|Mood=Ind|Voice=Pass|Person=2|Number=Sing	ca. pr. ps. sg. 2
Tense=Pres|Mood=Ind|Voice=Pass|Person=2|Number=Dual	ca. pr. ps. du. 2
Tense=Pres|Mood=Ind|Voice=Pass|Person=2|Number=Plur	ca. pr. ps. pl. 2
Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing	ca. pr. ps. sg. 3
Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Dual	ca. pr. ps. du. 3
Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Plur	ca. pr. ps. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	des. pr. ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	des. pr. ac. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	des. pr. ac. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	des. pr. ac. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	des. pr. ac. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	des. pr. ac. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	des. pr. ac. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	des. pr. ac. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	des. pr. ac. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	des. pr. md. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	des. pr. md. du. 1
Tense=Pres|Mood=Ind|Person=1|Number=Plur	des. pr. md. pl. 1
Tense=Pres|Mood=Ind|Person=2|Number=Sing	des. pr. md. sg. 2
Tense=Pres|Mood=Ind|Person=2|Number=Dual	des. pr. md. du. 2
Tense=Pres|Mood=Ind|Person=2|Number=Plur	des. pr. md. pl. 2
Tense=Pres|Mood=Ind|Person=3|Number=Sing	des. pr. md. sg. 3
Tense=Pres|Mood=Ind|Person=3|Number=Dual	des. pr. md. du. 3
Tense=Pres|Mood=Ind|Person=3|Number=Plur	des. pr. md. pl. 3
Tense=Pres|Mood=Ind|Voice=Pass|Person=1|Number=Sing	des. pr. ps. sg. 1
Tense=Pres|Mood=Ind|Voice=Pass|Person=1|Number=Dual	des. pr. ps. du. 1
Tense=Pres|Mood=Ind|Voice=Pass|Person=1|Number=Plur	des. pr. ps. pl. 1
Tense=Pres|Mood=Ind|Voice=Pass|Person=2|Number=Sing	des. pr. ps. sg. 2
Tense=Pres|Mood=Ind|Voice=Pass|Person=2|Number=Dual	des. pr. ps. du. 2
Tense=Pres|Mood=Ind|Voice=Pass|Person=2|Number=Plur	des. pr. ps. pl. 2
Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing	des. pr. ps. sg. 3
Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Dual	des. pr. ps. du. 3
Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Plur	des. pr. ps. pl. 3
Tense=Pres|Mood=Ind|Person=1|Number=Sing	int. pr. ac. sg. 1
Tense=Pres|Mood=Ind|Person=1|Number=Dual	int. pr. ac. du. 1
